filename,iteration,true_class,predicted_class,feature_set
1892_Secher_HoerupsValgkredsAar1902,49,O,CANON,embeddings
1892_Secher_HoerupsValgkredsAar1902,49,O,CANON,avg_sentence_length
1892_Secher_HoerupsValgkredsAar1902,49,O,O,price
1892_Secher_HoerupsValgkredsAar1902,49,O,O,publisher
1892_Secher_HoerupsValgkredsAar1902,49,O,O,published_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,CANON,real_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_publisher
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_published_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_real_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,price_publisher
1892_Secher_HoerupsValgkredsAar1902,49,O,O,price_published_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,price_real_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,price_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,publisher_published_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,publisher_real_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,publisher_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_publisher
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_published_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_real_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_publisher_published_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_publisher_real_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_publisher_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_published_gender_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_real_gender_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,price_publisher_published_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,price_publisher_real_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,price_publisher_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_publisher_published_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_publisher_real_gender
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_publisher_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_published_gender_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_real_gender_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_publisher_published_gender_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_publisher_real_gender_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,price_publisher_published_gender_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,price_publisher_real_gender_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_publisher_published_gender_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_publisher_real_gender_nationality
1892_Secher_HoerupsValgkredsAar1902,49,O,O,embeddings_price_publisher_published_gender_real_gender_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings
1887_HansenJ_KarenHav,49,O,CANON,avg_sentence_length
1887_HansenJ_KarenHav,49,O,CANON,price
1887_HansenJ_KarenHav,49,O,O,publisher
1887_HansenJ_KarenHav,49,O,CANON,published_gender
1887_HansenJ_KarenHav,49,O,CANON,real_gender
1887_HansenJ_KarenHav,49,O,O,nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price
1887_HansenJ_KarenHav,49,O,CANON,embeddings_publisher
1887_HansenJ_KarenHav,49,O,CANON,embeddings_published_gender
1887_HansenJ_KarenHav,49,O,CANON,embeddings_real_gender
1887_HansenJ_KarenHav,49,O,CANON,embeddings_nationality
1887_HansenJ_KarenHav,49,O,O,price_publisher
1887_HansenJ_KarenHav,49,O,CANON,price_published_gender
1887_HansenJ_KarenHav,49,O,CANON,price_real_gender
1887_HansenJ_KarenHav,49,O,CANON,price_nationality
1887_HansenJ_KarenHav,49,O,O,publisher_published_gender
1887_HansenJ_KarenHav,49,O,O,publisher_real_gender
1887_HansenJ_KarenHav,49,O,O,publisher_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_publisher
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_published_gender
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_real_gender
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_publisher_published_gender
1887_HansenJ_KarenHav,49,O,CANON,embeddings_publisher_real_gender
1887_HansenJ_KarenHav,49,O,CANON,embeddings_publisher_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_published_gender_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_real_gender_nationality
1887_HansenJ_KarenHav,49,O,O,price_publisher_published_gender
1887_HansenJ_KarenHav,49,O,O,price_publisher_real_gender
1887_HansenJ_KarenHav,49,O,O,price_publisher_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_publisher_published_gender
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_publisher_real_gender
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_publisher_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_published_gender_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_real_gender_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_publisher_published_gender_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_publisher_real_gender_nationality
1887_HansenJ_KarenHav,49,O,O,price_publisher_published_gender_nationality
1887_HansenJ_KarenHav,49,O,O,price_publisher_real_gender_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_publisher_published_gender_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_publisher_real_gender_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_publisher_published_gender_real_gender_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings
1887_HansenJ_KarenHav,49,O,CANON,avg_sentence_length
1887_HansenJ_KarenHav,49,O,O,price
1887_HansenJ_KarenHav,49,O,O,publisher
1887_HansenJ_KarenHav,49,O,CANON,published_gender
1887_HansenJ_KarenHav,49,O,CANON,real_gender
1887_HansenJ_KarenHav,49,O,O,nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price
1887_HansenJ_KarenHav,49,O,CANON,embeddings_publisher
1887_HansenJ_KarenHav,49,O,CANON,embeddings_published_gender
1887_HansenJ_KarenHav,49,O,CANON,embeddings_real_gender
1887_HansenJ_KarenHav,49,O,CANON,embeddings_nationality
1887_HansenJ_KarenHav,49,O,O,price_publisher
1887_HansenJ_KarenHav,49,O,O,price_published_gender
1887_HansenJ_KarenHav,49,O,O,price_real_gender
1887_HansenJ_KarenHav,49,O,O,price_nationality
1887_HansenJ_KarenHav,49,O,O,publisher_published_gender
1887_HansenJ_KarenHav,49,O,O,publisher_real_gender
1887_HansenJ_KarenHav,49,O,O,publisher_nationality
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_publisher
1887_HansenJ_KarenHav,49,O,CANON,embeddings_price_published_gender
