filename,iteration,true_class,predicted_class,feature_set
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,avg_sentence_length
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,publisher
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_price
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_publisher
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,publisher_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,publisher_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,publisher_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_publisher
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_price_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_price_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_price_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_publisher_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_publisher_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_publisher_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_published_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_real_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_price_publisher_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_price_publisher_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_publisher_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_published_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_real_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_publisher_published_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_publisher_real_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher_published_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher_real_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_publisher_published_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_publisher_real_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_price_publisher_published_gender_real_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings
1888_Bondesen_KarretenFraLoenneskov,49,O,O,avg_sentence_length
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price
1888_Bondesen_KarretenFraLoenneskov,49,O,O,publisher
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_publisher
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,publisher_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,publisher_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,publisher_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_publisher
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_publisher_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_publisher_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_publisher_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_published_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_real_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_price_publisher_published_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_price_publisher_real_gender
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,embeddings_price_publisher_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_published_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_real_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_publisher_published_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_publisher_real_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher_published_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,CANON,price_publisher_real_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_publisher_published_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_publisher_real_gender_nationality
1888_Bondesen_KarretenFraLoenneskov,49,O,O,embeddings_price_publisher_published_gender_real_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings
1896_Jespersen_Ungdom,49,O,CANON,avg_sentence_length
1896_Jespersen_Ungdom,49,O,CANON,price
1896_Jespersen_Ungdom,49,O,CANON,publisher
1896_Jespersen_Ungdom,49,O,O,published_gender
1896_Jespersen_Ungdom,49,O,O,real_gender
1896_Jespersen_Ungdom,49,O,O,nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher
1896_Jespersen_Ungdom,49,O,CANON,embeddings_published_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_real_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_nationality
1896_Jespersen_Ungdom,49,O,CANON,price_publisher
1896_Jespersen_Ungdom,49,O,CANON,price_published_gender
1896_Jespersen_Ungdom,49,O,CANON,price_real_gender
1896_Jespersen_Ungdom,49,O,CANON,price_nationality
1896_Jespersen_Ungdom,49,O,O,publisher_published_gender
1896_Jespersen_Ungdom,49,O,CANON,publisher_real_gender
1896_Jespersen_Ungdom,49,O,CANON,publisher_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher
1896_Jespersen_Ungdom,49,O,O,embeddings_price_published_gender
1896_Jespersen_Ungdom,49,O,O,embeddings_price_real_gender
1896_Jespersen_Ungdom,49,O,O,embeddings_price_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher_published_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher_real_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_published_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_real_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,price_publisher_published_gender
1896_Jespersen_Ungdom,49,O,CANON,price_publisher_real_gender
1896_Jespersen_Ungdom,49,O,CANON,price_publisher_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher_published_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher_real_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_published_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_real_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher_published_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher_real_gender_nationality
1896_Jespersen_Ungdom,49,O,O,price_publisher_published_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,price_publisher_real_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher_published_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher_real_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher_published_gender_real_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings
1896_Jespersen_Ungdom,49,O,CANON,avg_sentence_length
1896_Jespersen_Ungdom,49,O,O,price
1896_Jespersen_Ungdom,49,O,CANON,publisher
1896_Jespersen_Ungdom,49,O,O,published_gender
1896_Jespersen_Ungdom,49,O,O,real_gender
1896_Jespersen_Ungdom,49,O,O,nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher
1896_Jespersen_Ungdom,49,O,CANON,embeddings_published_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_real_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_nationality
1896_Jespersen_Ungdom,49,O,CANON,price_publisher
1896_Jespersen_Ungdom,49,O,CANON,price_published_gender
1896_Jespersen_Ungdom,49,O,CANON,price_real_gender
1896_Jespersen_Ungdom,49,O,O,price_nationality
1896_Jespersen_Ungdom,49,O,O,publisher_published_gender
1896_Jespersen_Ungdom,49,O,CANON,publisher_real_gender
1896_Jespersen_Ungdom,49,O,CANON,publisher_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_published_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_real_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher_published_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher_real_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_published_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_real_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,price_publisher_published_gender
1896_Jespersen_Ungdom,49,O,CANON,price_publisher_real_gender
1896_Jespersen_Ungdom,49,O,CANON,price_publisher_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher_published_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher_real_gender
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_published_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_real_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher_published_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_publisher_real_gender_nationality
1896_Jespersen_Ungdom,49,O,O,price_publisher_published_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,price_publisher_real_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher_published_gender_nationality
1896_Jespersen_Ungdom,49,O,CANON,embeddings_price_publisher_real_gender_nationality
1896_Jespersen_Ungdom,49,O,O,embeddings_price_publisher_published_gender_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings
1895_Norrie_EnLoesgaenger,49,O,O,avg_sentence_length
1895_Norrie_EnLoesgaenger,49,O,CANON,price
1895_Norrie_EnLoesgaenger,49,O,CANON,publisher
1895_Norrie_EnLoesgaenger,49,O,CANON,published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,real_gender
1895_Norrie_EnLoesgaenger,49,O,O,nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_publisher
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_real_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher
1895_Norrie_EnLoesgaenger,49,O,CANON,price_published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,price_real_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,price_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_price_publisher
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_price_published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_price_real_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_price_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_price_publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_price_publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_publisher_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_publisher_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_price_publisher_published_gender_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings
1895_Norrie_EnLoesgaenger,49,O,O,avg_sentence_length
1895_Norrie_EnLoesgaenger,49,O,O,price
1895_Norrie_EnLoesgaenger,49,O,CANON,publisher
1895_Norrie_EnLoesgaenger,49,O,CANON,published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,real_gender
1895_Norrie_EnLoesgaenger,49,O,O,nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_price
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_publisher
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher
1895_Norrie_EnLoesgaenger,49,O,O,price_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,price_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,price_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_price_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_publisher_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_publisher_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_price_publisher_published_gender_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings
1895_Norrie_EnLoesgaenger,49,O,O,avg_sentence_length
1895_Norrie_EnLoesgaenger,49,O,O,price
1895_Norrie_EnLoesgaenger,49,O,CANON,publisher
1895_Norrie_EnLoesgaenger,49,O,CANON,published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,real_gender
1895_Norrie_EnLoesgaenger,49,O,O,nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_publisher
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_real_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher
1895_Norrie_EnLoesgaenger,49,O,O,price_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,price_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,price_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,CANON,publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_published_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_real_gender
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_publisher_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_publisher_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,price_publisher_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_published_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,O,embeddings_price_publisher_real_gender_nationality
1895_Norrie_EnLoesgaenger,49,O,CANON,embeddings_price_publisher_published_gender_real_gender_nationality
1899_FibigerM_AnninaHjelm,49,O,CANON,embeddings
1899_FibigerM_AnninaHjelm,49,O,CANON,avg_sentence_length
1899_FibigerM_AnninaHjelm,49,O,O,price
1899_FibigerM_AnninaHjelm,49,O,CANON,publisher
1899_FibigerM_AnninaHjelm,49,O,O,published_gender
1899_FibigerM_AnninaHjelm,49,O,O,real_gender
1899_FibigerM_AnninaHjelm,49,O,O,nationality
1899_FibigerM_AnninaHjelm,49,O,CANON,embeddings_price
1899_FibigerM_AnninaHjelm,49,O,CANON,embeddings_publisher
1899_FibigerM_AnninaHjelm,49,O,O,embeddings_published_gender
1899_FibigerM_AnninaHjelm,49,O,O,embeddings_real_gender
1899_FibigerM_AnninaHjelm,49,O,O,embeddings_nationality
1899_FibigerM_AnninaHjelm,49,O,O,price_publisher
1899_FibigerM_AnninaHjelm,49,O,CANON,price_published_gender
1899_FibigerM_AnninaHjelm,49,O,CANON,price_real_gender
1899_FibigerM_AnninaHjelm,49,O,O,price_nationality
1899_FibigerM_AnninaHjelm,49,O,O,publisher_published_gender
1899_FibigerM_AnninaHjelm,49,O,O,publisher_real_gender
1899_FibigerM_AnninaHjelm,49,O,O,publisher_nationality
1899_FibigerM_AnninaHjelm,49,O,CANON,embeddings_price_publisher
1899_FibigerM_AnninaHjelm,49,O,CANON,embeddings_price_published_gender
1899_FibigerM_AnninaHjelm,49,O,O,embeddings_price_real_gender
1899_FibigerM_AnninaHjelm,49,O,CANON,embeddings_price_nationality
1899_FibigerM_AnninaHjelm,49,O,CANON,embeddings_publisher_published_gender
